genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG601	PUL1	MAG601_01748	gnl|HZI|MAG601_130	1441	2928	-	0	MAG601_01748	susD		
MAG601	PUL1	MAG601_01749	gnl|HZI|MAG601_130	2967	5642	-	39	MAG601_01749	susC		
MAG601	PUL2	MAG601_00925	gnl|HZI|MAG601_37	2565	4187	-	-3077	MAG601_00925	susD		
MAG601	PUL2	MAG601_00926	gnl|HZI|MAG601_37	4280	7363	-	93	MAG601_00926	susC		
MAG601	PUL2	MAG601_00927	gnl|HZI|MAG601_37	7569	9740	-	206	MAG601_00927		GH97	
MAG601	PUL3	MAG601_00147	gnl|HZI|MAG601_4	18087	21491	-	8347	MAG601_00147	susC		
MAG601	PUL3	MAG601_00148	gnl|HZI|MAG601_4	21600	23468	-	109	MAG601_00148			
MAG601	PUL3	MAG601_00149	gnl|HZI|MAG601_4	23499	25676	-	31	MAG601_00149			
MAG601	PUL3	MAG601_00150	gnl|HZI|MAG601_4	25685	27667	-	9	MAG601_00150	susD		
MAG601	PUL3	MAG601_00151	gnl|HZI|MAG601_4	27752	31225	-	85	MAG601_00151	susC		
MAG601	PUL4	MAG601_01144	gnl|HZI|MAG601_52	60	2729	+	-31165	MAG601_01144	susC		
MAG601	PUL4	MAG601_01145	gnl|HZI|MAG601_52	2818	4293	+	89	MAG601_01145	susD		
MAG601	PUL5	MAG601_01289	gnl|HZI|MAG601_66	5962	9015	+	1669	MAG601_01289	susC		
MAG601	PUL5	MAG601_01290	gnl|HZI|MAG601_66	9179	10894	+	164	MAG601_01290	susD		
