genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG615	PUL1	MAG615_00056	gnl|HZI|MAG615_1	60285	61970	-	0	MAG615_00056	susD		
MAG615	PUL1	MAG615_00057	gnl|HZI|MAG615_1	62036	65293	-	66	MAG615_00057	susC		
MAG615	PUL2	MAG615_00059	gnl|HZI|MAG615_1	67293	70541	+	2000	MAG615_00059	susC		
MAG615	PUL2	MAG615_00060	gnl|HZI|MAG615_1	70657	72342	+	116	MAG615_00060	susD		
MAG615	PUL3	MAG615_01877	gnl|HZI|MAG615_107	2286	5855	+	-70056	MAG615_01877	susC		
MAG615	PUL3	MAG615_01878	gnl|HZI|MAG615_107	5910	7535	+	55	MAG615_01878	susD		
MAG615	PUL4	MAG615_00506	gnl|HZI|MAG615_11	25331	27520	-	17796	MAG615_00506		GH36	
MAG615	PUL4	MAG615_00507	gnl|HZI|MAG615_11	27961	29541	-	441	MAG615_00507	susD		
MAG615	PUL4	MAG615_00508	gnl|HZI|MAG615_11	29549	32671	-	8	MAG615_00508	susC		
MAG615	PUL5	MAG615_01926	gnl|HZI|MAG615_116	2527	4155	-	-30144	MAG615_01926	susD		
MAG615	PUL5	MAG615_01927	gnl|HZI|MAG615_116	4168	7197	-	13	MAG615_01927	susC		
MAG615	PUL6	MAG615_02013	gnl|HZI|MAG615_135	462	2141	-	-6735	MAG615_02013	susD		
MAG615	PUL6	MAG615_02014	gnl|HZI|MAG615_135	2197	5241	-	56	MAG615_02014	susC		
MAG615	PUL7	MAG615_02060	gnl|HZI|MAG615_146	499	2091	+	-4742	MAG615_02060	susC		
MAG615	PUL7	MAG615_02061	gnl|HZI|MAG615_146	2121	3551	+	30	MAG615_02061	susD		
MAG615	PUL8	MAG615_00708	gnl|HZI|MAG615_18	883	4092	+	-2668	MAG615_00708	susC		
MAG615	PUL8	MAG615_00709	gnl|HZI|MAG615_18	4118	6091	+	26	MAG615_00709	susD		
MAG615	PUL9	MAG615_00717	gnl|HZI|MAG615_18	17550	20498	+	11459	MAG615_00717	susC		
MAG615	PUL9	MAG615_00718	gnl|HZI|MAG615_18	20554	22215	+	56	MAG615_00718	susD		
MAG615	PUL9	MAG615_00719	gnl|HZI|MAG615_18	22304	23887	+	89	MAG615_00719			
MAG615	PUL9	MAG615_00720	gnl|HZI|MAG615_18	24127	25650	+	240	MAG615_00720			
MAG615	PUL9	MAG615_00721	gnl|HZI|MAG615_18	25678	27918	+	28	MAG615_00721			
MAG615	PUL9	MAG615_00722	gnl|HZI|MAG615_18	27973	31281	+	55	MAG615_00722	susC		
MAG615	PUL10	MAG615_00831	gnl|HZI|MAG615_23	11559	12782	+	-19722	MAG615_00831		GH27	
MAG615	PUL10	MAG615_00832	gnl|HZI|MAG615_23	12802	13890	-	20	MAG615_00832			
MAG615	PUL10	MAG615_00833	gnl|HZI|MAG615_23	13982	14998	+	92	MAG615_00833			
MAG615	PUL10	MAG615_00834	gnl|HZI|MAG615_23	15010	16269	+	12	MAG615_00834			
MAG615	PUL10	MAG615_00835	gnl|HZI|MAG615_23	16336	19734	+	67	MAG615_00835	susC		
