genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG606	PUL1	MAG606_00080	gnl|HZI|MAG606_1	78502	80691	-	0	MAG606_00080		GH3	
MAG606	PUL1	MAG606_00081	gnl|HZI|MAG606_1	80699	82984	-	8	MAG606_00081		GH3	
MAG606	PUL1	MAG606_00082	gnl|HZI|MAG606_1	82992	85376	-	8	MAG606_00082		GH3	
MAG606	PUL1	MAG606_00083	gnl|HZI|MAG606_1	85864	87594	-	488	MAG606_00083			
MAG606	PUL1	MAG606_00084	gnl|HZI|MAG606_1	87874	91095	+	280	MAG606_00084	susC		
MAG606	PUL1	MAG606_00085	gnl|HZI|MAG606_1	91114	92199	+	19	MAG606_00085	susD		
MAG606	PUL1	MAG606_00086	gnl|HZI|MAG606_1	92278	92886	+	79	MAG606_00086			
MAG606	PUL1	MAG606_00087	gnl|HZI|MAG606_1	92915	94048	+	29	MAG606_00087			
MAG606	PUL1	MAG606_00088	gnl|HZI|MAG606_1	94116	95522	+	68	MAG606_00088		GH5_25	
MAG606	PUL1	MAG606_00089	gnl|HZI|MAG606_1	95536	97872	+	14	MAG606_00089		GH3	
MAG606	PUL1	MAG606_00090	gnl|HZI|MAG606_1	97901	100282	+	29	MAG606_00090		CBM67;GH78	
MAG606	PUL2	MAG606_01158	gnl|HZI|MAG606_11	20165	21928	-	-80117	MAG606_01158	susD		
MAG606	PUL2	MAG606_01159	gnl|HZI|MAG606_11	21942	25214	-	14	MAG606_01159	susC		
MAG606	PUL3	MAG606_01191	gnl|HZI|MAG606_11	59845	62022	-	34631	MAG606_01191	susD		
MAG606	PUL3	MAG606_01192	gnl|HZI|MAG606_11	62057	65377	-	35	MAG606_01192	susC		
MAG606	PUL4	MAG606_01215	gnl|HZI|MAG606_12	4633	7773	+	-60744	MAG606_01215	susC		
MAG606	PUL4	MAG606_01216	gnl|HZI|MAG606_12	7782	9404	+	9	MAG606_01216	susD		
MAG606	PUL4	MAG606_01217	gnl|HZI|MAG606_12	9440	9832	+	36	MAG606_01217			
MAG606	PUL4	MAG606_01218	gnl|HZI|MAG606_12	9867	11045	+	35	MAG606_01218		GH5_38	
MAG606	PUL4	MAG606_01219	gnl|HZI|MAG606_12	11054	12340	+	9	MAG606_01219			
MAG606	PUL4	MAG606_01220	gnl|HZI|MAG606_12	12378	13547	+	38	MAG606_01220			
MAG606	PUL4	MAG606_01221	gnl|HZI|MAG606_12	13737	16040	+	190	MAG606_01221		GH3	
MAG606	PUL5	MAG606_01381	gnl|HZI|MAG606_14	9844	11793	+	-6196	MAG606_01381		CE6;CE1	
MAG606	PUL5	MAG606_01382	gnl|HZI|MAG606_14	11839	14382	+	46	MAG606_01382		GH115	
MAG606	PUL5	MAG606_01383	gnl|HZI|MAG606_14	14709	15269	+	327	MAG606_01383			
MAG606	PUL5	MAG606_01384	gnl|HZI|MAG606_14	15307	16305	+	38	MAG606_01384			
MAG606	PUL5	MAG606_01385	gnl|HZI|MAG606_14	16416	19739	+	111	MAG606_01385	susC		
MAG606	PUL5	MAG606_01386	gnl|HZI|MAG606_14	19775	21235	+	36	MAG606_01386	susD		
MAG606	PUL5	MAG606_01387	gnl|HZI|MAG606_14	21257	24289	+	22	MAG606_01387		GH78;CBM67	
MAG606	PUL5	MAG606_01388	gnl|HZI|MAG606_14	24687	27812	+	398	MAG606_01388	susC		
MAG606	PUL5	MAG606_01389	gnl|HZI|MAG606_14	27826	29910	+	14	MAG606_01389	susD		
MAG606	PUL5	MAG606_01390	gnl|HZI|MAG606_14	30038	30598	-	128	MAG606_01390			
MAG606	PUL5	MAG606_01391	gnl|HZI|MAG606_14	30689	34585	-	91	MAG606_01391			
MAG606	PUL5	MAG606_01392	gnl|HZI|MAG606_14	34773	36809	-	188	MAG606_01392		GH127	
MAG606	PUL5	MAG606_01393	gnl|HZI|MAG606_14	37228	37416	-	419	MAG606_01393			
MAG606	PUL5	MAG606_01394	gnl|HZI|MAG606_14	37419	41960	-	3	MAG606_01394		GH128	
MAG606	PUL5	MAG606_01395	gnl|HZI|MAG606_14	42191	43066	-	231	MAG606_01395			
MAG606	PUL5	MAG606_01396	gnl|HZI|MAG606_14	43096	44799	-	30	MAG606_01396	susD		
MAG606	PUL5	MAG606_01397	gnl|HZI|MAG606_14	44863	47850	-	64	MAG606_01397	susC		
MAG606	PUL5	MAG606_01398	gnl|HZI|MAG606_14	47893	49830	-	43	MAG606_01398	susD		
MAG606	PUL5	MAG606_01399	gnl|HZI|MAG606_14	49871	52999	-	41	MAG606_01399	susC		
MAG606	PUL5	MAG606_01400	gnl|HZI|MAG606_14	53021	53197	+	22	MAG606_01400			
MAG606	PUL5	MAG606_01401	gnl|HZI|MAG606_14	53638	54282	+	441	MAG606_01401			
MAG606	PUL5	MAG606_01402	gnl|HZI|MAG606_14	54328	55608	-	46	MAG606_01402		GH105	
MAG606	PUL5	MAG606_01403	gnl|HZI|MAG606_14	55634	56896	-	26	MAG606_01403			
MAG606	PUL5	MAG606_01404	gnl|HZI|MAG606_14	57040	58176	-	144	MAG606_01404		GH43_24	
MAG606	PUL5	MAG606_01405	gnl|HZI|MAG606_14	58403	59647	-	227	MAG606_01405		CE1	
MAG606	PUL5	MAG606_01406	gnl|HZI|MAG606_14	60028	62604	+	381	MAG606_01406		GH3	
MAG606	PUL6	MAG606_01407	gnl|HZI|MAG606_14	63182	65209	+	578	MAG606_01407		GH5_21	
MAG606	PUL6	MAG606_01408	gnl|HZI|MAG606_14	65318	68446	+	109	MAG606_01408	susC		
MAG606	PUL6	MAG606_01409	gnl|HZI|MAG606_14	68458	70353	+	12	MAG606_01409	susD		
MAG606	PUL6	MAG606_01410	gnl|HZI|MAG606_14	70458	73289	+	105	MAG606_01410	susC		
MAG606	PUL6	MAG606_01411	gnl|HZI|MAG606_14	73301	75091	+	12	MAG606_01411	susD		
MAG606	PUL6	MAG606_01412	gnl|HZI|MAG606_14	75366	76472	+	275	MAG606_01412			
MAG606	PUL6	MAG606_01413	gnl|HZI|MAG606_14	76485	78161	+	13	MAG606_01413		GH10	
MAG606	PUL6	MAG606_01414	gnl|HZI|MAG606_14	78484	78618	-	323	MAG606_01414			
MAG606	PUL6	MAG606_01415	gnl|HZI|MAG606_14	78692	79903	-	74	MAG606_01415			
MAG606	PUL6	MAG606_01416	gnl|HZI|MAG606_14	80211	81896	+	308	MAG606_01416		GH43_12	
MAG606	PUL7	MAG606_01545	gnl|HZI|MAG606_16	56541	59765	+	-25355	MAG606_01545	susC		
MAG606	PUL7	MAG606_01546	gnl|HZI|MAG606_16	59791	61722	+	26	MAG606_01546	susD		
MAG606	PUL7	MAG606_01547	gnl|HZI|MAG606_16	61935	62423	+	213	MAG606_01547			
MAG606	PUL7	MAG606_01548	gnl|HZI|MAG606_16	62539	65004	+	116	MAG606_01548		GH9	
MAG606	PUL8	MAG606_01563	gnl|HZI|MAG606_17	9716	12160	-	-55288	MAG606_01563		GH94	
MAG606	PUL8	MAG606_01564	gnl|HZI|MAG606_17	12410	13309	-	250	MAG606_01564			
MAG606	PUL8	MAG606_01565	gnl|HZI|MAG606_17	13335	14492	-	26	MAG606_01565			
MAG606	PUL8	MAG606_01566	gnl|HZI|MAG606_17	14497	16302	-	5	MAG606_01566		GH32	
MAG606	PUL8	MAG606_01567	gnl|HZI|MAG606_17	16497	18233	-	195	MAG606_01567	susD		
MAG606	PUL8	MAG606_01568	gnl|HZI|MAG606_17	18260	21379	-	27	MAG606_01568	susC		
MAG606	PUL9	MAG606_00161	gnl|HZI|MAG606_2	1411	3150	-	-19968	MAG606_00161	susD		
MAG606	PUL9	MAG606_00162	gnl|HZI|MAG606_2	3162	6311	-	12	MAG606_00162	susC		
MAG606	PUL9	MAG606_00163	gnl|HZI|MAG606_2	6511	8553	-	200	MAG606_00163	susD		
MAG606	PUL9	MAG606_00164	gnl|HZI|MAG606_2	8596	11697	-	43	MAG606_00164	susC		
MAG606	PUL10	MAG606_01736	gnl|HZI|MAG606_20	685	3969	+	-11012	MAG606_01736	susC		
MAG606	PUL10	MAG606_01737	gnl|HZI|MAG606_20	3986	5995	+	17	MAG606_01737	susD		
MAG606	PUL11	MAG606_01924	gnl|HZI|MAG606_24	23645	26743	+	17650	MAG606_01924	susC		
MAG606	PUL11	MAG606_01925	gnl|HZI|MAG606_24	26769	28547	+	26	MAG606_01925	susD		
MAG606	PUL11	MAG606_01926	gnl|HZI|MAG606_24	28567	31815	+	20	MAG606_01926	susC		
MAG606	PUL11	MAG606_01927	gnl|HZI|MAG606_24	31867	33654	+	52	MAG606_01927	susD		
MAG606	PUL11	MAG606_01928	gnl|HZI|MAG606_24	33748	34215	+	94	MAG606_01928			
MAG606	PUL11	MAG606_01929	gnl|HZI|MAG606_24	34228	35997	+	13	MAG606_01929		GH43_4	
MAG606	PUL11	MAG606_01930	gnl|HZI|MAG606_24	36028	37137	+	31	MAG606_01930		GH43_5	
MAG606	PUL11	MAG606_01931	gnl|HZI|MAG606_24	37260	39197	-	123	MAG606_01931		GH51	
MAG606	PUL12	MAG606_02095	gnl|HZI|MAG606_29	16399	19623	+	-22798	MAG606_02095	susC		
MAG606	PUL12	MAG606_02096	gnl|HZI|MAG606_29	19681	21207	+	58	MAG606_02096	susD		
MAG606	PUL12	MAG606_02097	gnl|HZI|MAG606_29	21228	23114	+	21	MAG606_02097			
MAG606	PUL12	MAG606_02098	gnl|HZI|MAG606_29	23230	24336	+	116	MAG606_02098		GH16	
MAG606	PUL12	MAG606_02099	gnl|HZI|MAG606_29	24383	26674	+	47	MAG606_02099		GH3	
MAG606	PUL13	MAG606_00296	gnl|HZI|MAG606_3	2013	3938	-	-24661	MAG606_00296	susD		
MAG606	PUL13	MAG606_00297	gnl|HZI|MAG606_3	3964	7209	-	26	MAG606_00297	susC		
MAG606	PUL13	MAG606_00298	gnl|HZI|MAG606_3	7643	10831	+	434	MAG606_00298		GH2	
MAG606	PUL14	MAG606_00344	gnl|HZI|MAG606_3	59768	61675	-	48937	MAG606_00344		GH63	
MAG606	PUL14	MAG606_00345	gnl|HZI|MAG606_3	61688	64792	-	13	MAG606_00345		GH2	
MAG606	PUL14	MAG606_00346	gnl|HZI|MAG606_3	64830	65432	-	38	MAG606_00346			
MAG606	PUL14	MAG606_00347	gnl|HZI|MAG606_3	65422	65682	-	-10	MAG606_00347			
MAG606	PUL14	MAG606_00348	gnl|HZI|MAG606_3	65721	67250	-	39	MAG606_00348	susD		
MAG606	PUL14	MAG606_00349	gnl|HZI|MAG606_3	67296	70673	-	46	MAG606_00349	susC		
MAG606	PUL15	MAG606_00375	gnl|HZI|MAG606_3	91945	94296	-	21272	MAG606_00375		GH3	
MAG606	PUL15	MAG606_00376	gnl|HZI|MAG606_3	94371	95813	-	75	MAG606_00376			
MAG606	PUL15	MAG606_00377	gnl|HZI|MAG606_3	95956	96918	-	143	MAG606_00377		GH43_1	
MAG606	PUL15	MAG606_00378	gnl|HZI|MAG606_3	97125	98240	-	207	MAG606_00378		GH10	
MAG606	PUL15	MAG606_00379	gnl|HZI|MAG606_3	98262	99671	-	22	MAG606_00379			
MAG606	PUL15	MAG606_00380	gnl|HZI|MAG606_3	99699	101147	-	28	MAG606_00380			
MAG606	PUL15	MAG606_00381	gnl|HZI|MAG606_3	101160	102323	-	13	MAG606_00381			
MAG606	PUL15	MAG606_00382	gnl|HZI|MAG606_3	102496	106635	+	173	MAG606_00382			
MAG606	PUL15	MAG606_00383	gnl|HZI|MAG606_3	106709	108736	+	74	MAG606_00383		GH67	
MAG606	PUL15	MAG606_00384	gnl|HZI|MAG606_3	108799	110466	+	63	MAG606_00384		GH35	
MAG606	PUL15	MAG606_00385	gnl|HZI|MAG606_3	110775	113882	+	309	MAG606_00385	susC		
MAG606	PUL15	MAG606_00386	gnl|HZI|MAG606_3	114053	116011	+	171	MAG606_00386	susD		
MAG606	PUL16	MAG606_00388	gnl|HZI|MAG606_3	117059	120298	+	1048	MAG606_00388	susC		
MAG606	PUL16	MAG606_00389	gnl|HZI|MAG606_3	120327	121985	+	29	MAG606_00389	susD		
MAG606	PUL17	MAG606_00404	gnl|HZI|MAG606_3	139657	142965	+	17672	MAG606_00404	susC		
MAG606	PUL17	MAG606_00405	gnl|HZI|MAG606_3	142984	144570	+	19	MAG606_00405	susD		
MAG606	PUL18	MAG606_02241	gnl|HZI|MAG606_36	9499	11511	-	-135071	MAG606_02241		GH97	
MAG606	PUL18	MAG606_02242	gnl|HZI|MAG606_36	11579	12802	-	68	MAG606_02242		GH99	
MAG606	PUL18	MAG606_02243	gnl|HZI|MAG606_36	13050	14576	-	248	MAG606_02243	susD		
MAG606	PUL18	MAG606_02244	gnl|HZI|MAG606_36	14614	17547	-	38	MAG606_02244	susC		
MAG606	PUL19	MAG606_00454	gnl|HZI|MAG606_4	37465	38748	+	19918	MAG606_00454		GH5_7	
MAG606	PUL19	MAG606_00455	gnl|HZI|MAG606_4	38847	39050	+	99	MAG606_00455			
MAG606	PUL19	MAG606_00456	gnl|HZI|MAG606_4	39064	42054	+	14	MAG606_00456	susC		
MAG606	PUL19	MAG606_00457	gnl|HZI|MAG606_4	42071	43858	+	17	MAG606_00457	susD		
MAG606	PUL19	MAG606_00458	gnl|HZI|MAG606_4	43886	45514	+	28	MAG606_00458			
MAG606	PUL19	MAG606_00459	gnl|HZI|MAG606_4	45536	47020	+	22	MAG606_00459		GH5_4	
MAG606	PUL19	MAG606_00460	gnl|HZI|MAG606_4	47195	48475	+	175	MAG606_00460		CE7	
MAG606	PUL19	MAG606_00461	gnl|HZI|MAG606_4	48472	49572	+	-3	MAG606_00461		GH26	
MAG606	PUL19	MAG606_00462	gnl|HZI|MAG606_4	49608	50777	+	36	MAG606_00462		GH130	
MAG606	PUL20	MAG606_02317	gnl|HZI|MAG606_42	5484	6884	-	-45293	MAG606_02317	susD		
MAG606	PUL20	MAG606_02318	gnl|HZI|MAG606_42	6898	10209	-	14	MAG606_02318	susC		
MAG606	PUL21	MAG606_02327	gnl|HZI|MAG606_43	4329	7403	+	-5880	MAG606_02327	susC		
MAG606	PUL21	MAG606_02328	gnl|HZI|MAG606_43	7443	9080	+	40	MAG606_02328	susD		
MAG606	PUL22	MAG606_00687	gnl|HZI|MAG606_6	8329	11664	+	-751	MAG606_00687	susC		
MAG606	PUL22	MAG606_00688	gnl|HZI|MAG606_6	11684	13150	+	20	MAG606_00688	susD		
MAG606	PUL22	MAG606_00689	gnl|HZI|MAG606_6	13386	13490	+	236	MAG606_00689			
MAG606	PUL22	MAG606_00690	gnl|HZI|MAG606_6	13432	14928	+	-58	MAG606_00690		GH43_10	
MAG606	PUL22	MAG606_00691	gnl|HZI|MAG606_6	14959	16293	+	31	MAG606_00691		GH28	
MAG606	PUL23	MAG606_00752	gnl|HZI|MAG606_6	88300	92859	+	72007	MAG606_00752		PL11	
MAG606	PUL23	MAG606_00753	gnl|HZI|MAG606_6	92864	93907	+	5	MAG606_00753		GH43_19	
MAG606	PUL23	MAG606_00754	gnl|HZI|MAG606_6	94204	94419	+	297	MAG606_00754			
MAG606	PUL23	MAG606_00755	gnl|HZI|MAG606_6	94491	94709	+	72	MAG606_00755			
MAG606	PUL23	MAG606_00756	gnl|HZI|MAG606_6	95162	97288	-	453	MAG606_00756		GH97	
MAG606	PUL23	MAG606_00757	gnl|HZI|MAG606_6	97425	99197	-	137	MAG606_00757		GH66	
MAG606	PUL23	MAG606_00758	gnl|HZI|MAG606_6	99209	100705	-	12	MAG606_00758			
MAG606	PUL23	MAG606_00759	gnl|HZI|MAG606_6	100750	102243	-	45	MAG606_00759	susD		
MAG606	PUL23	MAG606_00760	gnl|HZI|MAG606_6	102257	105256	-	14	MAG606_00760	susC		
MAG606	PUL24	MAG606_00768	gnl|HZI|MAG606_6	113084	116251	+	7828	MAG606_00768	susC		
MAG606	PUL24	MAG606_00769	gnl|HZI|MAG606_6	116271	118286	+	20	MAG606_00769	susD		
MAG606	PUL24	MAG606_00770	gnl|HZI|MAG606_6	118356	121352	+	70	MAG606_00770	susC		
MAG606	PUL24	MAG606_00771	gnl|HZI|MAG606_6	121378	123135	+	26	MAG606_00771	susD		
MAG606	PUL24	MAG606_00772	gnl|HZI|MAG606_6	123213	124658	-	78	MAG606_00772		PL9	
MAG606	PUL24	MAG606_00773	gnl|HZI|MAG606_6	124720	126129	-	62	MAG606_00773		PL11	
MAG606	PUL25	MAG606_00792	gnl|HZI|MAG606_7	17027	19504	-	-109102	MAG606_00792		GH127	
MAG606	PUL25	MAG606_00793	gnl|HZI|MAG606_7	19538	21976	-	34	MAG606_00793		CBM32;GH43	
MAG606	PUL25	MAG606_00794	gnl|HZI|MAG606_7	22223	24664	+	247	MAG606_00794		GH127	
MAG606	PUL25	MAG606_00795	gnl|HZI|MAG606_7	24882	27905	+	218	MAG606_00795	susC		
MAG606	PUL25	MAG606_00796	gnl|HZI|MAG606_7	27917	29578	+	12	MAG606_00796	susD		
MAG606	PUL26	MAG606_00802	gnl|HZI|MAG606_7	41019	42371	-	11441	MAG606_00802		GH13	
MAG606	PUL26	MAG606_00803	gnl|HZI|MAG606_7	42642	44063	-	271	MAG606_00803			
MAG606	PUL26	MAG606_00804	gnl|HZI|MAG606_7	44136	45329	-	73	MAG606_00804			
MAG606	PUL26	MAG606_00805	gnl|HZI|MAG606_7	45408	47018	-	79	MAG606_00805	susD		
MAG606	PUL26	MAG606_00806	gnl|HZI|MAG606_7	47039	50188	-	21	MAG606_00806	susC		
MAG606	PUL26	MAG606_00807	gnl|HZI|MAG606_7	50493	51518	+	305	MAG606_00807			
MAG606	PUL26	MAG606_00808	gnl|HZI|MAG606_7	51570	52877	+	52	MAG606_00808			
MAG606	PUL26	MAG606_00809	gnl|HZI|MAG606_7	53002	55692	+	125	MAG606_00809		GH77	
MAG606	PUL26	MAG606_00810	gnl|HZI|MAG606_7	55702	57834	+	10	MAG606_00810		GH97	
MAG606	PUL26	MAG606_00811	gnl|HZI|MAG606_7	58096	59985	+	262	MAG606_00811		GH13_13	
MAG606	PUL26	MAG606_00812	gnl|HZI|MAG606_7	59989	61911	+	4	MAG606_00812		GH13	
MAG606	PUL27	MAG606_00835	gnl|HZI|MAG606_7	88748	90022	+	26837	MAG606_00835		GT4	
MAG606	PUL27	MAG606_00836	gnl|HZI|MAG606_7	90019	90795	+	-3	MAG606_00836		GT2_Glycos_transf_2	
MAG606	PUL27	MAG606_00837	gnl|HZI|MAG606_7	90825	92696	-	30	MAG606_00837			
MAG606	PUL27	MAG606_00838	gnl|HZI|MAG606_7	92877	96329	+	181	MAG606_00838		GH142;GH143	
MAG606	PUL27	MAG606_00839	gnl|HZI|MAG606_7	96334	98703	+	5	MAG606_00839		GH78	
MAG606	PUL27	MAG606_00840	gnl|HZI|MAG606_7	98738	99967	+	35	MAG606_00840			
MAG606	PUL27	MAG606_00841	gnl|HZI|MAG606_7	100158	101570	+	191	MAG606_00841			
MAG606	PUL27	MAG606_00842	gnl|HZI|MAG606_7	101738	103372	-	168	MAG606_00842	susD		
MAG606	PUL27	MAG606_00843	gnl|HZI|MAG606_7	103386	106523	-	14	MAG606_00843	susC		
MAG606	PUL27	MAG606_00844	gnl|HZI|MAG606_7	106762	107076	-	239	MAG606_00844			
MAG606	PUL27	MAG606_00845	gnl|HZI|MAG606_7	107421	109190	+	345	MAG606_00845			
MAG606	PUL27	MAG606_00846	gnl|HZI|MAG606_7	109203	109418	+	13	MAG606_00846			
MAG606	PUL27	MAG606_00847	gnl|HZI|MAG606_7	109421	110542	+	3	MAG606_00847			
MAG606	PUL27	MAG606_00848	gnl|HZI|MAG606_7	110698	113028	+	156	MAG606_00848		GH95	
MAG606	PUL27	MAG606_00849	gnl|HZI|MAG606_7	113067	114533	+	39	MAG606_00849		GH140	
MAG606	PUL27	MAG606_00850	gnl|HZI|MAG606_7	114538	118554	+	5	MAG606_00850		GH33;CBM67;GH78	
MAG606	PUL27	MAG606_00851	gnl|HZI|MAG606_7	118781	121453	+	227	MAG606_00851		GH138	
MAG606	PUL27	MAG606_00852	gnl|HZI|MAG606_7	121535	125476	+	82	MAG606_00852		GH2;GH137;CBM57	
MAG606	PUL28	MAG606_01013	gnl|HZI|MAG606_9	69213	70658	-	-56263	MAG606_01013		CE10	
MAG606	PUL28	MAG606_01014	gnl|HZI|MAG606_9	70919	72709	+	261	MAG606_01014			
MAG606	PUL28	MAG606_01015	gnl|HZI|MAG606_9	72833	74020	+	124	MAG606_01015			
MAG606	PUL28	MAG606_01016	gnl|HZI|MAG606_9	74130	74714	+	110	MAG606_01016			
MAG606	PUL28	MAG606_01017	gnl|HZI|MAG606_9	74745	75851	+	31	MAG606_01017			
MAG606	PUL28	MAG606_01019	gnl|HZI|MAG606_9	76348	77760	+	497	MAG606_01019		GH28	
MAG606	PUL28	MAG606_01020	gnl|HZI|MAG606_9	77767	78447	-	7	MAG606_01020			
MAG606	PUL28	MAG606_01021	gnl|HZI|MAG606_9	78584	81328	+	137	MAG606_01021	susC		
MAG606	PUL28	MAG606_01022	gnl|HZI|MAG606_9	81361	82992	+	33	MAG606_01022	susD		
