genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG612	PUL1	MAG612_00857	gnl|HZI|MAG612_12	42063	44429	-	0	MAG612_00857	susC		
MAG612	PUL1	MAG612_00858	gnl|HZI|MAG612_12	44722	47487	+	293	MAG612_00858	susC		
MAG612	PUL1	MAG612_00859	gnl|HZI|MAG612_12	47555	49345	+	68	MAG612_00859	susD		
MAG612	PUL1	MAG612_00860	gnl|HZI|MAG612_12	49469	50869	-	124	MAG612_00860			
MAG612	PUL1	MAG612_00861	gnl|HZI|MAG612_12	51099	55184	+	230	MAG612_00861			
MAG612	PUL1	MAG612_00862	gnl|HZI|MAG612_12	55573	56802	+	389	MAG612_00862		GH5_4	
MAG612	PUL1	MAG612_00863	gnl|HZI|MAG612_12	56848	60030	+	46	MAG612_00863	susC		
MAG612	PUL1	MAG612_00864	gnl|HZI|MAG612_12	60087	61865	+	57	MAG612_00864	susD		
MAG612	PUL1	MAG612_00865	gnl|HZI|MAG612_12	61955	62941	+	90	MAG612_00865			
MAG612	PUL1	MAG612_00866	gnl|HZI|MAG612_12	62994	65327	+	53	MAG612_00866		GH3	
MAG612	PUL2	MAG612_01067	gnl|HZI|MAG612_16	41992	45279	+	-23335	MAG612_01067	susC		
MAG612	PUL2	MAG612_01068	gnl|HZI|MAG612_16	45334	47058	+	55	MAG612_01068	susD		
MAG612	PUL2	MAG612_01069	gnl|HZI|MAG612_16	47079	48452	+	21	MAG612_01069			
MAG612	PUL2	MAG612_01070	gnl|HZI|MAG612_16	48472	50469	+	20	MAG612_01070			
MAG612	PUL2	MAG612_01071	gnl|HZI|MAG612_16	50583	51038	+	114	MAG612_01071			
MAG612	PUL2	MAG612_01072	gnl|HZI|MAG612_16	51035	53395	+	-3	MAG612_01072		GH5_4;GH26	
MAG612	PUL2	MAG612_01073	gnl|HZI|MAG612_16	53435	54514	+	40	MAG612_01073			
MAG612	PUL2	MAG612_01074	gnl|HZI|MAG612_16	54644	54862	-	130	MAG612_01074			
MAG612	PUL2	MAG612_01075	gnl|HZI|MAG612_16	54805	54933	-	-57	MAG612_01075			
MAG612	PUL2	MAG612_01076	gnl|HZI|MAG612_16	55090	56373	-	157	MAG612_01076		GH5_7	
MAG612	PUL3	MAG612_00133	gnl|HZI|MAG612_2	29478	31940	-	-26895	MAG612_00133		GH2	
MAG612	PUL3	MAG612_00134	gnl|HZI|MAG612_2	31985	33049	-	45	MAG612_00134		GH53	
MAG612	PUL3	MAG612_00135	gnl|HZI|MAG612_2	33274	34695	-	225	MAG612_00135			
MAG612	PUL3	MAG612_00136	gnl|HZI|MAG612_2	34707	36386	-	12	MAG612_00136	susD		
MAG612	PUL3	MAG612_00137	gnl|HZI|MAG612_2	36447	39413	-	61	MAG612_00137	susC		
MAG612	PUL3	MAG612_00138	gnl|HZI|MAG612_2	39712	39888	+	299	MAG612_00138			
MAG612	PUL3	MAG612_00139	gnl|HZI|MAG612_2	39894	40211	+	6	MAG612_00139			
MAG612	PUL3	MAG612_00140	gnl|HZI|MAG612_2	40453	42030	-	242	MAG612_00140			
MAG612	PUL3	MAG612_00141	gnl|HZI|MAG612_2	42055	43899	-	25	MAG612_00141	susD		
MAG612	PUL3	MAG612_00142	gnl|HZI|MAG612_2	43919	47146	-	20	MAG612_00142	susC		
MAG612	PUL3	MAG612_00143	gnl|HZI|MAG612_2	47507	49066	-	361	MAG612_00143		PL1	
MAG612	PUL3	MAG612_00144	gnl|HZI|MAG612_2	49243	52170	-	177	MAG612_00144		PL1	
MAG612	PUL4	MAG612_01321	gnl|HZI|MAG612_22	1928	3754	-	-50242	MAG612_01321		GH2	
MAG612	PUL4	MAG612_01322	gnl|HZI|MAG612_22	3761	4783	-	7	MAG612_01322		GH43_3	
MAG612	PUL4	MAG612_01323	gnl|HZI|MAG612_22	4823	6670	-	40	MAG612_01323	susD		
MAG612	PUL4	MAG612_01324	gnl|HZI|MAG612_22	6690	10055	-	20	MAG612_01324	susC		
MAG612	PUL4	MAG612_01325	gnl|HZI|MAG612_22	10071	12080	-	16	MAG612_01325			
MAG612	PUL4	MAG612_01326	gnl|HZI|MAG612_22	12100	13113	-	20	MAG612_01326		GH43_31	
MAG612	PUL5	MAG612_01343	gnl|HZI|MAG612_22	30149	31510	+	17036	MAG612_01343		GH28	
