genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG607	PUL1	MAG607_00679	gnl|HZI|MAG607_10	12869	14413	-	0	MAG607_00679	susD		
MAG607	PUL1	MAG607_00680	gnl|HZI|MAG607_10	14439	17495	-	26	MAG607_00680	susC		
MAG607	PUL1	MAG607_00681	gnl|HZI|MAG607_10	17926	18576	+	431	MAG607_00681			
MAG607	PUL1	MAG607_00682	gnl|HZI|MAG607_10	18638	19759	-	62	MAG607_00682		GT4	
MAG607	PUL2	MAG607_01470	gnl|HZI|MAG607_32	2698	4293	-	-17061	MAG607_01470	susD		
MAG607	PUL2	MAG607_01471	gnl|HZI|MAG607_32	4314	7625	-	21	MAG607_01471	susC		
MAG607	PUL3	MAG607_01542	gnl|HZI|MAG607_34	10333	13476	+	2708	MAG607_01542	susC		
MAG607	PUL3	MAG607_01543	gnl|HZI|MAG607_34	13501	15114	+	25	MAG607_01543	susD		
MAG607	PUL3	MAG607_01544	gnl|HZI|MAG607_34	15193	16392	+	79	MAG607_01544			
MAG607	PUL3	MAG607_01545	gnl|HZI|MAG607_34	16468	17868	+	76	MAG607_01545			
MAG607	PUL3	MAG607_01546	gnl|HZI|MAG607_34	18203	20206	+	335	MAG607_01546		GH13_7	
