genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG598	PUL1	MAG598_01109	gnl|HZI|MAG598_10	61064	64384	+	0	MAG598_01109	susC		
MAG598	PUL1	MAG598_01110	gnl|HZI|MAG598_10	64393	65952	+	9	MAG598_01110	susD		
MAG598	PUL2	MAG598_01422	gnl|HZI|MAG598_18	368	3508	+	-65584	MAG598_01422	susC		
MAG598	PUL2	MAG598_01423	gnl|HZI|MAG598_18	3521	5491	+	13	MAG598_01423	susD		
MAG598	PUL3	MAG598_01556	gnl|HZI|MAG598_23	14258	17260	+	8767	MAG598_01556	susC		
MAG598	PUL3	MAG598_01557	gnl|HZI|MAG598_23	17274	18767	+	14	MAG598_01557	susD		
MAG598	PUL3	MAG598_01558	gnl|HZI|MAG598_23	18807	20312	+	40	MAG598_01558			
MAG598	PUL3	MAG598_01559	gnl|HZI|MAG598_23	20333	22114	+	21	MAG598_01559		GH66	
MAG598	PUL3	MAG598_01560	gnl|HZI|MAG598_23	22129	24255	+	15	MAG598_01560		GH97	
MAG598	PUL4	MAG598_01656	gnl|HZI|MAG598_29	1668	3281	+	-22587	MAG598_01656		GH30	
MAG598	PUL4	MAG598_01657	gnl|HZI|MAG598_29	3395	6442	+	114	MAG598_01657	susC		
MAG598	PUL4	MAG598_01658	gnl|HZI|MAG598_29	6456	7856	+	14	MAG598_01658	susD		
MAG598	PUL5	MAG598_01002	gnl|HZI|MAG598_9	9318	10202	+	1462	MAG598_01002	susC		
MAG598	PUL5	MAG598_01003	gnl|HZI|MAG598_9	10504	13551	+	302	MAG598_01003	susC		
MAG598	PUL5	MAG598_01004	gnl|HZI|MAG598_9	13573	15120	+	22	MAG598_01004	susD		
