genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG655	PUL1	MAG655_01075	gnl|HZI|MAG655_13	5198	6592	+	0	MAG655_01075		GH29	
MAG655	PUL1	MAG655_01076	gnl|HZI|MAG655_13	6669	7751	+	77	MAG655_01076		GH43_33	
MAG655	PUL1	MAG655_01077	gnl|HZI|MAG655_13	8160	8387	+	409	MAG655_01077			
MAG655	PUL1	MAG655_01078	gnl|HZI|MAG655_13	8707	11694	+	320	MAG655_01078			
MAG655	PUL1	MAG655_01079	gnl|HZI|MAG655_13	11706	15110	+	12	MAG655_01079	susC		
MAG655	PUL1	MAG655_01080	gnl|HZI|MAG655_13	15123	16895	+	13	MAG655_01080	susD		
MAG655	PUL1	MAG655_01081	gnl|HZI|MAG655_13	17107	18891	+	212	MAG655_01081			
MAG655	PUL1	MAG655_01082	gnl|HZI|MAG655_13	18923	22333	+	32	MAG655_01082	susC		
MAG655	PUL2	MAG655_01342	gnl|HZI|MAG655_20	16864	20067	+	-5469	MAG655_01342	susC		
MAG655	PUL2	MAG655_01343	gnl|HZI|MAG655_20	20083	21573	+	16	MAG655_01343	susD		
MAG655	PUL2	MAG655_01344	gnl|HZI|MAG655_20	21604	22305	+	31	MAG655_01344			
MAG655	PUL2	MAG655_01345	gnl|HZI|MAG655_20	22329	22865	+	24	MAG655_01345			
MAG655	PUL2	MAG655_01346	gnl|HZI|MAG655_20	23066	24622	+	201	MAG655_01346		PL9_2	
MAG655	PUL2	MAG655_01347	gnl|HZI|MAG655_20	24977	26401	+	355	MAG655_01347			
MAG655	PUL2	MAG655_01348	gnl|HZI|MAG655_20	26444	29755	+	43	MAG655_01348		GH78;CBM67	
