genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG653	PUL1	MAG653_00044	gnl|HZI|MAG653_1	54614	56134	-	0	MAG653_00044	susD		
MAG653	PUL1	MAG653_00045	gnl|HZI|MAG653_1	56156	59716	-	22	MAG653_00045	susC		
MAG653	PUL1	MAG653_00046	gnl|HZI|MAG653_1	59745	60842	-	29	MAG653_00046			
MAG653	PUL1	MAG653_00047	gnl|HZI|MAG653_1	61016	61630	-	174	MAG653_00047			
MAG653	PUL1	MAG653_00048	gnl|HZI|MAG653_1	61779	63995	-	149	MAG653_00048			
MAG653	PUL1	MAG653_00049	gnl|HZI|MAG653_1	64010	65254	-	15	MAG653_00049			
MAG653	PUL1	MAG653_00050	gnl|HZI|MAG653_1	65433	66317	+	179	MAG653_00050		GT2_Glycos_transf_2	
MAG653	PUL1	MAG653_00051	gnl|HZI|MAG653_1	66465	67445	+	148	MAG653_00051		GT2_Glycos_transf_2	
MAG653	PUL2	MAG653_00069	gnl|HZI|MAG653_1	90082	93261	-	22637	MAG653_00069	susC		
MAG653	PUL2	MAG653_00070	gnl|HZI|MAG653_1	93285	94865	-	24	MAG653_00070			
MAG653	PUL2	MAG653_00071	gnl|HZI|MAG653_1	94882	96750	-	17	MAG653_00071			
MAG653	PUL2	MAG653_00072	gnl|HZI|MAG653_1	96756	98291	-	6	MAG653_00072	susD		
MAG653	PUL2	MAG653_00073	gnl|HZI|MAG653_1	98309	101608	-	18	MAG653_00073	susC		
MAG653	PUL3	MAG653_00078	gnl|HZI|MAG653_1	110660	112933	-	9052	MAG653_00078		GH3	
MAG653	PUL3	MAG653_00079	gnl|HZI|MAG653_1	113178	115499	-	245	MAG653_00079			
MAG653	PUL3	MAG653_00080	gnl|HZI|MAG653_1	115604	117919	-	105	MAG653_00080			
MAG653	PUL3	MAG653_00081	gnl|HZI|MAG653_1	117938	119725	-	19	MAG653_00081			
MAG653	PUL3	MAG653_00082	gnl|HZI|MAG653_1	119746	122934	-	21	MAG653_00082	susC		
MAG653	PUL3	MAG653_00083	gnl|HZI|MAG653_1	122963	124534	-	29	MAG653_00083			
MAG653	PUL3	MAG653_00084	gnl|HZI|MAG653_1	124559	126430	-	25	MAG653_00084			
MAG653	PUL3	MAG653_00085	gnl|HZI|MAG653_1	126436	127998	-	6	MAG653_00085	susD		
MAG653	PUL3	MAG653_00086	gnl|HZI|MAG653_1	128019	131336	-	21	MAG653_00086	susC		
MAG653	PUL3	MAG653_00087	gnl|HZI|MAG653_1	131359	133980	-	23	MAG653_00087			
