genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG594	PUL1	MAG594_00792	gnl|HZI|MAG594_11	28397	31543	-	0	MAG594_00792		GH106	
MAG594	PUL1	MAG594_00793	gnl|HZI|MAG594_11	31543	34353	-	0	MAG594_00793		GH2	
MAG594	PUL1	MAG594_00794	gnl|HZI|MAG594_11	34364	37462	-	11	MAG594_00794		GH2	
MAG594	PUL1	MAG594_00795	gnl|HZI|MAG594_11	37786	41829	-	324	MAG594_00795		GH137;GH2;CBM57	
MAG594	PUL1	MAG594_00796	gnl|HZI|MAG594_11	41848	44490	-	19	MAG594_00796		GH138	
MAG594	PUL1	MAG594_00797	gnl|HZI|MAG594_11	44487	46568	-	-3	MAG594_00797		GH78	
MAG594	PUL1	MAG594_00798	gnl|HZI|MAG594_11	46552	47928	-	-16	MAG594_00798			
MAG594	PUL1	MAG594_00799	gnl|HZI|MAG594_11	47999	49759	-	71	MAG594_00799		GH141	
MAG594	PUL1	MAG594_00800	gnl|HZI|MAG594_11	49738	51819	-	-21	MAG594_00800		GH127	
MAG594	PUL1	MAG594_00801	gnl|HZI|MAG594_11	51856	52521	-	37	MAG594_00801			
MAG594	PUL1	MAG594_00802	gnl|HZI|MAG594_11	52518	53384	-	-3	MAG594_00802			
MAG594	PUL1	MAG594_00803	gnl|HZI|MAG594_11	53790	55745	-	406	MAG594_00803	susD		
MAG594	PUL1	MAG594_00804	gnl|HZI|MAG594_11	55759	58905	-	14	MAG594_00804	susC		
MAG594	PUL2	MAG594_00891	gnl|HZI|MAG594_14	9856	11526	-	-49049	MAG594_00891	susD		
MAG594	PUL2	MAG594_00892	gnl|HZI|MAG594_14	11570	14584	-	44	MAG594_00892	susC		
MAG594	PUL3	MAG594_01479	gnl|HZI|MAG594_30	189	2159	-	-14395	MAG594_01479	susD		
MAG594	PUL3	MAG594_01480	gnl|HZI|MAG594_30	2220	5411	-	61	MAG594_01480	susC		
MAG594	PUL4	MAG594_01583	gnl|HZI|MAG594_33	24779	26284	-	19368	MAG594_01583		GH43_9	
MAG594	PUL4	MAG594_01584	gnl|HZI|MAG594_33	26437	28479	-	153	MAG594_01584	susD		
MAG594	PUL4	MAG594_01585	gnl|HZI|MAG594_33	28500	31718	-	21	MAG594_01585	susC		
MAG594	PUL5	MAG594_01594	gnl|HZI|MAG594_34	20402	23500	+	-11316	MAG594_01594	susC		
MAG594	PUL5	MAG594_01595	gnl|HZI|MAG594_34	23549	25111	+	49	MAG594_01595	susD		
MAG594	PUL6	MAG594_01829	gnl|HZI|MAG594_44	25	3102	+	-25086	MAG594_01829	susC		
MAG594	PUL6	MAG594_01830	gnl|HZI|MAG594_44	3127	4755	+	25	MAG594_01830	susD		
MAG594	PUL7	MAG594_01941	gnl|HZI|MAG594_49	7315	9576	-	2560	MAG594_01941		GH3	
MAG594	PUL7	MAG594_01942	gnl|HZI|MAG594_49	9604	11844	-	28	MAG594_01942		GH3	
MAG594	PUL7	MAG594_01943	gnl|HZI|MAG594_49	11889	13241	-	45	MAG594_01943		GH16	
MAG594	PUL7	MAG594_01944	gnl|HZI|MAG594_49	13608	14978	-	367	MAG594_01944			
MAG594	PUL7	MAG594_01945	gnl|HZI|MAG594_49	14994	16505	-	16	MAG594_01945	susD		
MAG594	PUL7	MAG594_01946	gnl|HZI|MAG594_49	16555	19692	-	50	MAG594_01946	susC		
MAG594	PUL8	MAG594_02084	gnl|HZI|MAG594_56	8169	11309	+	-11523	MAG594_02084	susC		
MAG594	PUL8	MAG594_02085	gnl|HZI|MAG594_56	11330	13153	+	21	MAG594_02085	susD		
MAG594	PUL8	MAG594_02086	gnl|HZI|MAG594_56	13537	15330	+	384	MAG594_02086		GH32	
MAG594	PUL9	MAG594_02195	gnl|HZI|MAG594_63	232	3468	+	-15098	MAG594_02195	susC		
MAG594	PUL9	MAG594_02196	gnl|HZI|MAG594_63	3489	5462	+	21	MAG594_02196	susD		
MAG594	PUL9	MAG594_02197	gnl|HZI|MAG594_63	5484	7178	+	22	MAG594_02197			
MAG594	PUL9	MAG594_02198	gnl|HZI|MAG594_63	7346	9484	+	168	MAG594_02198		PL1_2	
MAG594	PUL9	MAG594_02199	gnl|HZI|MAG594_63	9891	12467	+	407	MAG594_02199		GH3	
MAG594	PUL10	MAG594_02417	gnl|HZI|MAG594_78	259	3624	+	-12208	MAG594_02417	susC		
MAG594	PUL10	MAG594_02418	gnl|HZI|MAG594_78	3643	5475	+	19	MAG594_02418	susD		
MAG594	PUL11	MAG594_00607	gnl|HZI|MAG594_8	1705	3516	-	-3770	MAG594_00607		GH10	
MAG594	PUL11	MAG594_00608	gnl|HZI|MAG594_8	3595	4989	-	79	MAG594_00608			
MAG594	PUL11	MAG594_00609	gnl|HZI|MAG594_8	5027	6739	-	38	MAG594_00609	susD		
MAG594	PUL11	MAG594_00610	gnl|HZI|MAG594_8	6795	10007	-	56	MAG594_00610	susC		
MAG594	PUL12	MAG594_00623	gnl|HZI|MAG594_8	32942	35134	-	22935	MAG594_00623	susD		
MAG594	PUL12	MAG594_00624	gnl|HZI|MAG594_8	35166	38495	-	32	MAG594_00624	susC		
