genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG616	PUL1	MAG616_00694	gnl|HZI|MAG616_11	10572	14081	-	0	MAG616_00694		GH20	
MAG616	PUL1	MAG616_00695	gnl|HZI|MAG616_11	14458	16392	-	377	MAG616_00695			
MAG616	PUL1	MAG616_00696	gnl|HZI|MAG616_11	16423	19719	-	31	MAG616_00696	susC		
MAG616	PUL1	MAG616_00697	gnl|HZI|MAG616_11	19745	21514	-	26	MAG616_00697			
MAG616	PUL1	MAG616_00698	gnl|HZI|MAG616_11	21536	23623	-	22	MAG616_00698			
MAG616	PUL1	MAG616_00699	gnl|HZI|MAG616_11	23629	25383	-	6	MAG616_00699	susD		
MAG616	PUL1	MAG616_00700	gnl|HZI|MAG616_11	25399	28806	-	16	MAG616_00700	susC		
MAG616	PUL2	MAG616_00159	gnl|HZI|MAG616_2	82605	85574	+	53799	MAG616_00159	susC		
MAG616	PUL2	MAG616_00160	gnl|HZI|MAG616_2	85613	87112	+	39	MAG616_00160	susD		
MAG616	PUL3	MAG616_01248	gnl|HZI|MAG616_27	8526	11822	+	-78586	MAG616_01248	susC		
MAG616	PUL3	MAG616_01249	gnl|HZI|MAG616_27	11868	13634	+	46	MAG616_01249	susD		
MAG616	PUL3	MAG616_01250	gnl|HZI|MAG616_27	13647	15698	+	13	MAG616_01250			
MAG616	PUL3	MAG616_01251	gnl|HZI|MAG616_27	15744	17423	+	46	MAG616_01251			
MAG616	PUL3	MAG616_01252	gnl|HZI|MAG616_27	17479	20709	+	56	MAG616_01252	susC		
MAG616	PUL3	MAG616_01253	gnl|HZI|MAG616_27	20781	22583	+	72	MAG616_01253	susD		
MAG616	PUL4	MAG616_01847	gnl|HZI|MAG616_58	3181	4797	-	-19402	MAG616_01847	susD		
MAG616	PUL4	MAG616_01848	gnl|HZI|MAG616_58	4810	7509	-	13	MAG616_01848	susC		
MAG616	PUL5	MAG616_02120	gnl|HZI|MAG616_80	103	1461	+	-7406	MAG616_02120		GH28	
MAG616	PUL5	MAG616_02121	gnl|HZI|MAG616_80	1512	4520	+	51	MAG616_02121	susC		
MAG616	PUL5	MAG616_02122	gnl|HZI|MAG616_80	4551	6167	+	31	MAG616_02122	susD		
MAG616	PUL5	MAG616_02123	gnl|HZI|MAG616_80	6356	8908	+	189	MAG616_02123		GH92	
MAG616	PUL5	MAG616_02124	gnl|HZI|MAG616_80	8905	12342	+	-3	MAG616_02124		GH92	
