genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG610	PUL1	MAG610_00018	gnl|HZI|MAG610_1	19241	22405	+	0	MAG610_00018	susC		
MAG610	PUL1	MAG610_00019	gnl|HZI|MAG610_1	22425	24101	+	20	MAG610_00019	susD		
MAG610	PUL1	MAG610_00020	gnl|HZI|MAG610_1	24144	26177	+	43	MAG610_00020			
MAG610	PUL1	MAG610_00021	gnl|HZI|MAG610_1	26223	28835	+	46	MAG610_00021			
MAG610	PUL1	MAG610_00022	gnl|HZI|MAG610_1	28910	30460	+	75	MAG610_00022		GH5_4	
MAG610	PUL1	MAG610_00023	gnl|HZI|MAG610_1	30677	31990	+	217	MAG610_00023		GH5_4	
MAG610	PUL1	MAG610_00024	gnl|HZI|MAG610_1	32132	33418	+	142	MAG610_00024		GH5_7	
MAG610	PUL2	MAG610_00122	gnl|HZI|MAG610_1	134219	136585	-	100801	MAG610_00122		GH35	
MAG610	PUL2	MAG610_00123	gnl|HZI|MAG610_1	136704	138278	-	119	MAG610_00123		GH30_4	
MAG610	PUL2	MAG610_00124	gnl|HZI|MAG610_1	138333	140087	-	55	MAG610_00124		GH30_4	
MAG610	PUL2	MAG610_00125	gnl|HZI|MAG610_1	140185	141801	-	98	MAG610_00125	susD		
MAG610	PUL2	MAG610_00126	gnl|HZI|MAG610_1	141859	144876	-	58	MAG610_00126	susC		
MAG610	PUL3	MAG610_00950	gnl|HZI|MAG610_10	19230	20657	+	-125646	MAG610_00950		GH5_21	
MAG610	PUL3	MAG610_00951	gnl|HZI|MAG610_10	20778	21548	+	121	MAG610_00951	susC		
MAG610	PUL3	MAG610_00952	gnl|HZI|MAG610_10	21600	23504	+	52	MAG610_00952		CE6;CE1	
MAG610	PUL3	MAG610_00953	gnl|HZI|MAG610_10	23768	26869	+	264	MAG610_00953	susC		
MAG610	PUL3	MAG610_00954	gnl|HZI|MAG610_10	26889	28682	+	20	MAG610_00954	susD		
MAG610	PUL3	MAG610_00955	gnl|HZI|MAG610_10	28795	31314	+	113	MAG610_00955		GH43_2;GH8	
MAG610	PUL3	MAG610_00956	gnl|HZI|MAG610_10	31327	32031	+	13	MAG610_00956			
MAG610	PUL3	MAG610_00957	gnl|HZI|MAG610_10	32052	33542	+	21	MAG610_00957		GH43_7	
MAG610	PUL3	MAG610_00958	gnl|HZI|MAG610_10	33593	36199	+	51	MAG610_00958		GH3	
MAG610	PUL4	MAG610_01048	gnl|HZI|MAG610_12	5984	7651	-	-30215	MAG610_01048	susD		
MAG610	PUL4	MAG610_01049	gnl|HZI|MAG610_12	7671	10715	-	20	MAG610_01049	susC		
MAG610	PUL4	MAG610_01050	gnl|HZI|MAG610_12	11022	12023	+	307	MAG610_01050			
MAG610	PUL4	MAG610_01051	gnl|HZI|MAG610_12	12050	13363	+	27	MAG610_01051			
MAG610	PUL4	MAG610_01052	gnl|HZI|MAG610_12	13498	16173	+	135	MAG610_01052		GH77	
MAG610	PUL4	MAG610_01053	gnl|HZI|MAG610_12	16391	18526	+	218	MAG610_01053		GH97	
MAG610	PUL4	MAG610_01054	gnl|HZI|MAG610_12	18648	20642	+	122	MAG610_01054		GH13_13	
MAG610	PUL4	MAG610_01055	gnl|HZI|MAG610_12	20696	22621	+	54	MAG610_01055		GH13	
MAG610	PUL4	MAG610_01056	gnl|HZI|MAG610_12	22744	25722	+	123	MAG610_01056			
MAG610	PUL4	MAG610_01057	gnl|HZI|MAG610_12	26058	29261	+	336	MAG610_01057	susC		
MAG610	PUL4	MAG610_01058	gnl|HZI|MAG610_12	29316	31073	+	55	MAG610_01058	susD		
MAG610	PUL4	MAG610_01059	gnl|HZI|MAG610_12	31159	33141	+	86	MAG610_01059			
MAG610	PUL4	MAG610_01060	gnl|HZI|MAG610_12	33251	34939	+	110	MAG610_01060		GH43_4	
MAG610	PUL4	MAG610_01061	gnl|HZI|MAG610_12	35079	36143	+	140	MAG610_01061		GH43_5	
MAG610	PUL4	MAG610_01062	gnl|HZI|MAG610_12	36196	36402	-	53	MAG610_01062			
MAG610	PUL4	MAG610_01063	gnl|HZI|MAG610_12	36591	37880	+	189	MAG610_01063			
MAG610	PUL4	MAG610_01064	gnl|HZI|MAG610_12	37915	39219	+	35	MAG610_01064			
MAG610	PUL4	MAG610_01065	gnl|HZI|MAG610_12	39383	41824	-	164	MAG610_01065		GH51	
MAG610	PUL5	MAG610_01127	gnl|HZI|MAG610_13	50427	53396	+	8603	MAG610_01127	susC		
MAG610	PUL5	MAG610_01128	gnl|HZI|MAG610_13	53415	55082	+	19	MAG610_01128	susD		
MAG610	PUL5	MAG610_01129	gnl|HZI|MAG610_13	55095	56483	+	13	MAG610_01129			
MAG610	PUL5	MAG610_01130	gnl|HZI|MAG610_13	56608	57684	+	125	MAG610_01130		GH53	
MAG610	PUL5	MAG610_01131	gnl|HZI|MAG610_13	57773	60232	+	89	MAG610_01131		GH2	
MAG610	PUL6	MAG610_01271	gnl|HZI|MAG610_16	25229	27094	-	-35003	MAG610_01271		GH20	
MAG610	PUL6	MAG610_01272	gnl|HZI|MAG610_16	27249	28811	-	155	MAG610_01272	susD		
MAG610	PUL6	MAG610_01273	gnl|HZI|MAG610_16	28824	32177	-	13	MAG610_01273	susC		
MAG610	PUL6	MAG610_01274	gnl|HZI|MAG610_16	32201	33481	-	24	MAG610_01274		GH33	
MAG610	PUL7	MAG610_00290	gnl|HZI|MAG610_2	107319	109040	-	73838	MAG610_00290	susD		
MAG610	PUL7	MAG610_00291	gnl|HZI|MAG610_2	109077	112511	-	37	MAG610_00291	susC		
MAG610	PUL7	MAG610_00292	gnl|HZI|MAG610_2	112766	114064	-	255	MAG610_00292			
MAG610	PUL7	MAG610_00293	gnl|HZI|MAG610_2	114148	115539	-	84	MAG610_00293			
MAG610	PUL7	MAG610_00294	gnl|HZI|MAG610_2	115655	116290	-	116	MAG610_00294			
MAG610	PUL7	MAG610_00295	gnl|HZI|MAG610_2	116340	118112	-	50	MAG610_00295			
MAG610	PUL7	MAG610_00296	gnl|HZI|MAG610_2	118236	119618	-	124	MAG610_00296		GH29	
MAG610	PUL8	MAG610_01819	gnl|HZI|MAG610_30	891	2486	-	-118727	MAG610_01819	susD		
MAG610	PUL8	MAG610_01820	gnl|HZI|MAG610_30	2505	5642	-	19	MAG610_01820	susC		
MAG610	PUL9	MAG610_02070	gnl|HZI|MAG610_37	25	3156	+	-5617	MAG610_02070	susC		
MAG610	PUL9	MAG610_02071	gnl|HZI|MAG610_37	3182	4804	+	26	MAG610_02071	susD		
MAG610	PUL9	MAG610_02072	gnl|HZI|MAG610_37	4840	5643	+	36	MAG610_02072			
MAG610	PUL9	MAG610_02073	gnl|HZI|MAG610_37	5710	7368	+	67	MAG610_02073			
MAG610	PUL9	MAG610_02074	gnl|HZI|MAG610_37	7542	9545	-	174	MAG610_02074		GH67	
MAG610	PUL9	MAG610_02075	gnl|HZI|MAG610_37	9629	13549	-	84	MAG610_02075			
MAG610	PUL9	MAG610_02076	gnl|HZI|MAG610_37	13829	15004	+	280	MAG610_02076			
MAG610	PUL9	MAG610_02077	gnl|HZI|MAG610_37	15017	16420	+	13	MAG610_02077			
MAG610	PUL9	MAG610_02078	gnl|HZI|MAG610_37	16452	17576	+	32	MAG610_02078		GH10	
MAG610	PUL9	MAG610_02079	gnl|HZI|MAG610_37	17638	18594	+	62	MAG610_02079		GH43_1	
MAG610	PUL10	MAG610_02182	gnl|HZI|MAG610_41	973	4242	-	-17621	MAG610_02182		GH2	
MAG610	PUL10	MAG610_02183	gnl|HZI|MAG610_41	4304	5509	-	62	MAG610_02183		GH105	
MAG610	PUL10	MAG610_02184	gnl|HZI|MAG610_41	5537	6811	-	28	MAG610_02184			
MAG610	PUL10	MAG610_02185	gnl|HZI|MAG610_41	6933	8054	-	122	MAG610_02185		GH43_24	
MAG610	PUL10	MAG610_02186	gnl|HZI|MAG610_41	8261	9142	-	207	MAG610_02186			
MAG610	PUL10	MAG610_02187	gnl|HZI|MAG610_41	9268	10965	-	126	MAG610_02187	susD		
MAG610	PUL10	MAG610_02188	gnl|HZI|MAG610_41	10991	13996	-	26	MAG610_02188	susC		
MAG610	PUL10	MAG610_02189	gnl|HZI|MAG610_41	14084	16012	-	88	MAG610_02189	susD		
MAG610	PUL10	MAG610_02190	gnl|HZI|MAG610_41	16028	19102	-	16	MAG610_02190	susC		
MAG610	PUL11	MAG610_02305	gnl|HZI|MAG610_46	9354	12467	+	-9748	MAG610_02305	susC		
MAG610	PUL11	MAG610_02306	gnl|HZI|MAG610_46	12499	14235	+	32	MAG610_02306	susD		
MAG610	PUL11	MAG610_02307	gnl|HZI|MAG610_46	14280	15998	+	45	MAG610_02307		GH32	
MAG610	PUL12	MAG610_02318	gnl|HZI|MAG610_47	3005	6634	-	-12993	MAG610_02318		GH92	
MAG610	PUL12	MAG610_02319	gnl|HZI|MAG610_47	6664	9378	-	30	MAG610_02319		GH92	
MAG610	PUL12	MAG610_02320	gnl|HZI|MAG610_47	9434	10093	-	56	MAG610_02320			
MAG610	PUL12	MAG610_02321	gnl|HZI|MAG610_47	10193	11824	-	100	MAG610_02321	susD		
MAG610	PUL12	MAG610_02322	gnl|HZI|MAG610_47	11848	14856	-	24	MAG610_02322	susC		
MAG610	PUL12	MAG610_02323	gnl|HZI|MAG610_47	14958	16322	-	102	MAG610_02323		GH28	
MAG610	PUL13	MAG610_00568	gnl|HZI|MAG610_5	25	2970	+	-16297	MAG610_00568	susC		
MAG610	PUL13	MAG610_00569	gnl|HZI|MAG610_5	2989	4539	+	19	MAG610_00569	susD		
MAG610	PUL14	MAG610_02424	gnl|HZI|MAG610_52	15343	17094	-	10804	MAG610_02424	susD		
MAG610	PUL14	MAG610_02425	gnl|HZI|MAG610_52	17145	20339	-	51	MAG610_02425	susC		
MAG610	PUL15	MAG610_02517	gnl|HZI|MAG610_58	3471	6134	+	-16868	MAG610_02517	susC		
MAG610	PUL15	MAG610_02518	gnl|HZI|MAG610_58	6147	7829	+	13	MAG610_02518	susD		
MAG610	PUL16	MAG610_00669	gnl|HZI|MAG610_6	6499	8034	-	-1330	MAG610_00669	susD		
MAG610	PUL16	MAG610_00670	gnl|HZI|MAG610_6	8071	11139	-	37	MAG610_00670	susC		
MAG610	PUL17	MAG610_00804	gnl|HZI|MAG610_7	78754	81846	+	67615	MAG610_00804	susC		
MAG610	PUL17	MAG610_00805	gnl|HZI|MAG610_7	81868	83529	+	22	MAG610_00805	susD		
MAG610	PUL18	MAG610_02758	gnl|HZI|MAG610_77	702	2252	-	-82827	MAG610_02758	susD		
MAG610	PUL18	MAG610_02759	gnl|HZI|MAG610_77	2266	5322	-	14	MAG610_02759	susC		
MAG610	PUL19	MAG610_00907	gnl|HZI|MAG610_9	44215	46203	-	38893	MAG610_00907	susD		
MAG610	PUL19	MAG610_00908	gnl|HZI|MAG610_9	46258	49431	-	55	MAG610_00908	susC		
MAG610	PUL19	MAG610_00909	gnl|HZI|MAG610_9	49668	50951	-	237	MAG610_00909			
MAG610	PUL19	MAG610_00910	gnl|HZI|MAG610_9	51103	52290	-	152	MAG610_00910			
MAG610	PUL19	MAG610_00911	gnl|HZI|MAG610_9	52329	53741	-	39	MAG610_00911	susD		
MAG610	PUL19	MAG610_00912	gnl|HZI|MAG610_9	53754	57254	-	13	MAG610_00912	susC		
