genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG622	PUL1	MAG622_00727	gnl|HZI|MAG622_14	14823	16370	-	0	MAG622_00727	susD		
MAG622	PUL1	MAG622_00728	gnl|HZI|MAG622_14	16413	19400	-	43	MAG622_00728	susC		
MAG622	PUL2	MAG622_00759	gnl|HZI|MAG622_15	10479	13772	+	-8921	MAG622_00759	susC		
MAG622	PUL2	MAG622_00760	gnl|HZI|MAG622_15	13803	15383	+	31	MAG622_00760	susD		
MAG622	PUL3	MAG622_01062	gnl|HZI|MAG622_24	2945	5422	-	-12438	MAG622_01062		GH2	
MAG622	PUL3	MAG622_01063	gnl|HZI|MAG622_24	5443	6639	-	21	MAG622_01063		CE12	
MAG622	PUL3	MAG622_01064	gnl|HZI|MAG622_24	6652	8268	-	13	MAG622_01064		CE12	
MAG622	PUL3	MAG622_01065	gnl|HZI|MAG622_24	8344	10446	-	76	MAG622_01065		PL11	
MAG622	PUL3	MAG622_01066	gnl|HZI|MAG622_24	10805	15415	-	359	MAG622_01066		PL11	
MAG622	PUL3	MAG622_01067	gnl|HZI|MAG622_24	15829	17946	-	414	MAG622_01067			
MAG622	PUL3	MAG622_01068	gnl|HZI|MAG622_24	18054	19850	-	108	MAG622_01068	susD		
MAG622	PUL3	MAG622_01069	gnl|HZI|MAG622_24	19899	22769	-	49	MAG622_01069	susC		
MAG622	PUL3	MAG622_01070	gnl|HZI|MAG622_24	22812	25106	-	43	MAG622_01070	susD		
MAG622	PUL3	MAG622_01071	gnl|HZI|MAG622_24	25141	28455	-	35	MAG622_01071	susC		
MAG622	PUL4	MAG622_01086	gnl|HZI|MAG622_25	8718	11990	+	-19737	MAG622_01086	susC		
MAG622	PUL4	MAG622_01087	gnl|HZI|MAG622_25	12015	13925	+	25	MAG622_01087	susD		
MAG622	PUL5	MAG622_00323	gnl|HZI|MAG622_4	60836	63052	-	46911	MAG622_00323	susD		
MAG622	PUL5	MAG622_00324	gnl|HZI|MAG622_4	63083	66403	-	31	MAG622_00324	susC		
MAG622	PUL5	MAG622_00325	gnl|HZI|MAG622_4	66431	67885	-	28	MAG622_00325			
MAG622	PUL5	MAG622_00326	gnl|HZI|MAG622_4	68280	68801	-	395	MAG622_00326			
MAG622	PUL5	MAG622_00327	gnl|HZI|MAG622_4	69217	71811	-	416	MAG622_00327		GH2	
MAG622	PUL5	MAG622_00328	gnl|HZI|MAG622_4	71906	75703	-	95	MAG622_00328		GH78;GH33;CBM67	
MAG622	PUL6	MAG622_01522	gnl|HZI|MAG622_43	9449	10954	+	-66254	MAG622_01522	susC		
MAG622	PUL6	MAG622_01523	gnl|HZI|MAG622_43	11048	11947	+	94	MAG622_01523			
MAG622	PUL6	MAG622_01524	gnl|HZI|MAG622_43	12207	14534	+	260	MAG622_01524		PL9	
MAG622	PUL6	MAG622_01525	gnl|HZI|MAG622_43	14680	17865	+	146	MAG622_01525		CE8	
MAG622	PUL6	MAG622_01526	gnl|HZI|MAG622_43	18104	21343	+	239	MAG622_01526	susC		
MAG622	PUL6	MAG622_01527	gnl|HZI|MAG622_43	21367	23310	+	24	MAG622_01527	susD		
MAG622	PUL7	MAG622_01622	gnl|HZI|MAG622_48	14617	17634	+	-8693	MAG622_01622	susC		
MAG622	PUL7	MAG622_01623	gnl|HZI|MAG622_48	17804	19513	+	170	MAG622_01623	susD		
MAG622	PUL8	MAG622_00341	gnl|HZI|MAG622_5	19399	22512	+	-114	MAG622_00341	susC		
MAG622	PUL8	MAG622_00342	gnl|HZI|MAG622_5	22573	24345	+	61	MAG622_00342	susD		
MAG622	PUL8	MAG622_00343	gnl|HZI|MAG622_5	24467	26182	+	122	MAG622_00343		GH32	
MAG622	PUL9	MAG622_01729	gnl|HZI|MAG622_54	13120	13926	-	-13062	MAG622_01729		CE1	
MAG622	PUL9	MAG622_01730	gnl|HZI|MAG622_54	14192	17350	+	266	MAG622_01730	susC		
MAG622	PUL9	MAG622_01731	gnl|HZI|MAG622_54	17374	19245	+	24	MAG622_01731	susD		
MAG622	PUL10	MAG622_01867	gnl|HZI|MAG622_62	7094	8785	-	-12151	MAG622_01867	susD		
MAG622	PUL10	MAG622_01868	gnl|HZI|MAG622_62	8865	12092	-	80	MAG622_01868	susC		
