genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
MAG611	PUL1	MAG611_00011	gnl|HZI|MAG611_1	13463	16399	+	0	MAG611_00011	susC		
MAG611	PUL1	MAG611_00012	gnl|HZI|MAG611_1	16422	17948	+	23	MAG611_00012	susD		
MAG611	PUL2	MAG611_00624	gnl|HZI|MAG611_14	17027	18070	-	-921	MAG611_00624		GH43_5	
MAG611	PUL2	MAG611_00625	gnl|HZI|MAG611_14	18099	20768	-	29	MAG611_00625		GH43_4	
MAG611	PUL2	MAG611_00626	gnl|HZI|MAG611_14	20870	22696	-	102	MAG611_00626	susD		
MAG611	PUL2	MAG611_00627	gnl|HZI|MAG611_14	22718	25969	-	22	MAG611_00627	susC		
MAG611	PUL2	MAG611_00628	gnl|HZI|MAG611_14	25991	27787	-	22	MAG611_00628	susD		
MAG611	PUL2	MAG611_00629	gnl|HZI|MAG611_14	27815	30904	-	28	MAG611_00629	susC		
MAG611	PUL2	MAG611_00630	gnl|HZI|MAG611_14	30946	32880	-	42	MAG611_00630			
MAG611	PUL2	MAG611_00631	gnl|HZI|MAG611_14	32922	33017	-	42	MAG611_00631			
MAG611	PUL2	MAG611_00632	gnl|HZI|MAG611_14	33204	36074	-	187	MAG611_00632			
MAG611	PUL2	MAG611_00633	gnl|HZI|MAG611_14	36286	36432	-	212	MAG611_00633			
MAG611	PUL2	MAG611_00634	gnl|HZI|MAG611_14	36642	38651	-	210	MAG611_00634		GH13	
MAG611	PUL2	MAG611_00635	gnl|HZI|MAG611_14	38654	40690	-	3	MAG611_00635		GH13_13	
MAG611	PUL2	MAG611_00636	gnl|HZI|MAG611_14	40982	42475	-	292	MAG611_00636		GH97	
MAG611	PUL3	MAG611_00687	gnl|HZI|MAG611_16	30693	33806	+	-11782	MAG611_00687	susC		
MAG611	PUL3	MAG611_00688	gnl|HZI|MAG611_16	33838	35574	+	32	MAG611_00688	susD		
MAG611	PUL4	MAG611_01001	gnl|HZI|MAG611_29	8703	12017	+	-26871	MAG611_01001	susC		
MAG611	PUL4	MAG611_01002	gnl|HZI|MAG611_29	12037	14352	+	20	MAG611_01002	susD		
MAG611	PUL4	MAG611_01003	gnl|HZI|MAG611_29	14395	17265	+	43	MAG611_01003	susC		
MAG611	PUL4	MAG611_01004	gnl|HZI|MAG611_29	17284	19110	+	19	MAG611_01004	susD		
MAG611	PUL4	MAG611_01005	gnl|HZI|MAG611_29	19219	21336	+	109	MAG611_01005			
MAG611	PUL4	MAG611_01006	gnl|HZI|MAG611_29	21795	26405	+	459	MAG611_01006		PL11	
MAG611	PUL5	MAG611_01078	gnl|HZI|MAG611_32	18458	19858	+	-7947	MAG611_01078		GH5_21	
MAG611	PUL5	MAG611_01079	gnl|HZI|MAG611_32	19980	23153	+	122	MAG611_01079	susC		
MAG611	PUL5	MAG611_01080	gnl|HZI|MAG611_32	23182	25074	+	29	MAG611_01080	susD		
MAG611	PUL6	MAG611_01201	gnl|HZI|MAG611_38	9171	11873	+	-15903	MAG611_01201	susC		
MAG611	PUL6	MAG611_01202	gnl|HZI|MAG611_38	11916	13616	+	43	MAG611_01202	susD		
MAG611	PUL6	MAG611_01203	gnl|HZI|MAG611_38	13668	14978	-	52	MAG611_01203			
MAG611	PUL6	MAG611_01204	gnl|HZI|MAG611_38	15186	19274	+	208	MAG611_01204			
MAG611	PUL6	MAG611_01205	gnl|HZI|MAG611_38	19463	20689	+	189	MAG611_01205		GH5_4	
MAG611	PUL7	MAG611_01223	gnl|HZI|MAG611_39	15336	18581	+	-5353	MAG611_01223	susC		
MAG611	PUL7	MAG611_01224	gnl|HZI|MAG611_39	18600	20357	+	19	MAG611_01224	susD		
MAG611	PUL8	MAG611_01464	gnl|HZI|MAG611_53	1727	2899	-	-18630	MAG611_01464		GH130	
MAG611	PUL8	MAG611_01465	gnl|HZI|MAG611_53	2979	4127	-	80	MAG611_01465		GH26	
MAG611	PUL8	MAG611_01466	gnl|HZI|MAG611_53	4225	5568	-	98	MAG611_01466		CE7	
MAG611	PUL8	MAG611_01467	gnl|HZI|MAG611_53	5755	7311	-	187	MAG611_01467		GH5_4	
MAG611	PUL8	MAG611_01468	gnl|HZI|MAG611_53	7325	8965	-	14	MAG611_01468			
